Category Guess Histogram
========================

Matched
[831 953 717 881 771 902 520 922 935 941 ---]
[0.0 0.9 1.8 2.7 3.6 4.5 5.4 6.3 7.2 8.1 9.0]
['T-shirt/top', 'Trouser', 'Pullover', 'Dress', 'Coat', 'Sandal', 'Shirt', 'Sneaker', 'Bag', 'Ankle boot']

Missed
[213  22 269 196 316  61 295 106  68  81 ---]
[0.0 0.9 1.8 2.7 3.6 4.5 5.4 6.3 7.2 8.1 9. ]


Value Guess Histogram (auto)
============================

Matched
[  63  405 1203 1835 2105 1463  735  355  159   50 ----]
[ 2.6  4.4  6.2  8.0  9.8 11.6 13.4 15.3 17.1 18.9 20.7]

Missed
[  16  111  208  317  361  348  181   61   18    6 ---- ---- ---- ----]
[ 2.1  3.5  4.9  6.3  7.7  9.1 10.5 11.8 13.2 14.6 16.0 17.4 18.8 20.2]


Value Guess Histogram
=====================

Matched
[   0   30  367 1259 2045 2288 1365  629  286   97 ----]
[   0    2    4    6    8   10   12   14   16   18   20]

Missed
[   0   48  246  434  533  292   63   10    1    0  ---]
[   0    2    4    6    8   10   12   14   16   18   20]


Missed Items
============

   12 Predicted: "Sandal" 6.4, Actual: "Sneaker" 4.4
 9204 Predicted: "Dress" 6.4, Actual: "Shirt" 5.0
 9211 Predicted: "Dress" 9.9, Actual: "Shirt" 7.5
 9222 Predicted: "T-shirt/top" 9.4, Actual: "Shirt" 8.7
 9225 Predicted: "T-shirt/top" 6.9, Actual: "Dress" 6.1
 9227 Predicted: "Bag" 4.5, Actual: "Shirt" 2.8
 9237 Predicted: "Pullover" 4.9, Actual: "T-shirt/top" 4.1
 9251 Predicted: "Shirt" 9.8, Actual: "T-shirt/top" 7.3
 9255 Predicted: "Bag" 4.6, Actual: "Sandal" 4.5
 9256 Predicted: "Shirt" 5.4, Actual: "Pullover" 3.2
 9261 Predicted: "T-shirt/top" 8.5, Actual: "Shirt" 8.3
 9273 Predicted: "Ankle boot" 9.8, Actual: "Sandal" 8.7
 9276 Predicted: "Bag" 8.8, Actual: "Pullover" 5.3
 9277 Predicted: "Coat" 8.1, Actual: "Shirt" 8.0
 9280 Predicted: "Coat" 9.9, Actual: "Shirt" 8.5
 9292 Predicted: "Pullover" 10.4, Actual: "Coat" 10.1
 9297 Predicted: "T-shirt/top" 8.1, Actual: "Shirt" 6.1
 9306 Predicted: "Dress" 8.8, Actual: "Shirt" 7.8
 9308 Predicted: "Bag" 7.9, Actual: "Pullover" 6.4
 9325 Predicted: "Shirt" 5.0, Actual: "Dress" 4.2
 9337 Predicted: "Coat" 11.1, Actual: "Pullover" 9.9
 9344 Predicted: "Pullover" 8.5, Actual: "Coat" 6.2
 9345 Predicted: "Trouser" 10.2, Actual: "Coat" 9.9
 9347 Predicted: "Sandal" 5.9, Actual: "Sneaker" 5.7
 9348 Predicted: "Pullover" 9.8, Actual: "Coat" 9.0
 9349 Predicted: "Shirt" 7.0, Actual: "T-shirt/top" 5.2
 9350 Predicted: "Dress" 8.4, Actual: "Shirt" 7.7
 9351 Predicted: "T-shirt/top" 9.7, Actual: "Shirt" 9.2
 9358 Predicted: "Sneaker" 9.0, Actual: "Ankle boot" 9.0
 9362 Predicted: "Shirt" 10.2, Actual: "Pullover" 8.4
 9364 Predicted: "Pullover" 6.9, Actual: "Shirt" 4.9
 9366 Predicted: "Dress" 5.8, Actual: "Coat" 5.6
 9373 Predicted: "Sneaker" 10.3, Actual: "Sandal" 8.1
 9375 Predicted: "Sneaker" 6.9, Actual: "Sandal" 6.3
 9379 Predicted: "Coat" 5.4, Actual: "Dress" 3.6
 9387 Predicted: "Coat" 8.2, Actual: "Pullover" 8.1
 9398 Predicted: "Shirt" 8.6, Actual: "T-shirt/top" 7.0
 9402 Predicted: "Pullover" 10.2, Actual: "Shirt" 10.1
 9416 Predicted: "T-shirt/top" 4.8, Actual: "Shirt" 4.0
 9443 Predicted: "Shirt" 6.3, Actual: "Pullover" 5.3
 9445 Predicted: "Coat" 11.0, Actual: "Shirt" 9.4
 9449 Predicted: "Coat" 8.5, Actual: "Pullover" 7.1
 9450 Predicted: "Shirt" 4.5, Actual: "Trouser" 1.2
 9453 Predicted: "Pullover" 2.9, Actual: "Bag" 2.8
 9455 Predicted: "T-shirt/top" 5.2, Actual: "Shirt" 5.0
 9460 Predicted: "Sandal" 9.6, Actual: "Ankle boot" 9.0
 9475 Predicted: "Coat" 7.9, Actual: "Pullover" 6.8
 9480 Predicted: "Trouser" 6.9, Actual: "Pullover" 5.2
 9483 Predicted: "Pullover" 5.3, Actual: "Shirt" 4.9
 9484 Predicted: "Pullover" 9.4, Actual: "Shirt" 7.6
 9485 Predicted: "Coat" 6.9, Actual: "Trouser" 3.4
 9487 Predicted: "Coat" 7.9, Actual: "Shirt" 5.0
 9495 Predicted: "Coat" 9.0, Actual: "Shirt" 7.8
 9496 Predicted: "Shirt" 10.8, Actual: "Coat" 10.1
 9499 Predicted: "Pullover" 6.1, Actual: "Shirt" 4.3
 9502 Predicted: "Dress" 8.5, Actual: "T-shirt/top" 6.3
 9503 Predicted: "Coat" 6.2, Actual: "Pullover" 5.1
 9504 Predicted: "Ankle boot" 11.1, Actual: "Sneaker" 10.6
 9512 Predicted: "T-shirt/top" 4.6, Actual: "Shirt" 4.5
 9513 Predicted: "Coat" 8.1, Actual: "Shirt" 8.0
 9524 Predicted: "Sandal" 7.7, Actual: "Bag" 3.5
 9531 Predicted: "Shirt" 4.7, Actual: "Pullover" 4.3
 9537 Predicted: "Coat" 8.0, Actual: "Pullover" 4.8
 9545 Predicted: "Coat" 8.6, Actual: "Pullover" 8.0
 9546 Predicted: "Coat" 11.2, Actual: "Shirt" 10.9
 9548 Predicted: "Pullover" 5.5, Actual: "Trouser" 5.2
 9552 Predicted: "Sandal" 4.7, Actual: "Sneaker" 3.5
 9554 Predicted: "Shirt" 7.6, Actual: "Dress" 6.8
 9573 Predicted: "Dress" 8.5, Actual: "Shirt" 3.6
 9574 Predicted: "Shirt" 12.3, Actual: "Pullover" 9.3
 9577 Predicted: "Shirt" 11.6, Actual: "T-shirt/top" 9.0
 9580 Predicted: "T-shirt/top" 8.1, Actual: "Shirt" 7.6
 9582 Predicted: "Coat" 12.4, Actual: "Pullover" 8.6
 9590 Predicted: "Pullover" 6.2, Actual: "Bag" 5.6
 9601 Predicted: "T-shirt/top" 7.1, Actual: "Shirt" 5.3
 9602 Predicted: "T-shirt/top" 10.8, Actual: "Shirt" 8.7
 9604 Predicted: "Shirt" 8.9, Actual: "Pullover" 8.1
 9614 Predicted: "Sneaker" 11.8, Actual: "Ankle boot" 11.2
 9627 Predicted: "Pullover" 4.8, Actual: "Shirt" 1.8
 9632 Predicted: "Pullover" 7.9, Actual: "Coat" 7.6
 9644 Predicted: "T-shirt/top" 10.7, Actual: "Shirt" 9.9
 9662 Predicted: "Shirt" 8.0, Actual: "T-shirt/top" 5.0
 9663 Predicted: "T-shirt/top" 13.4, Actual: "Shirt" 13.0
 9666 Predicted: "Dress" 7.1, Actual: "Trouser" 1.0
 9684 Predicted: "Coat" 9.9, Actual: "Shirt" 7.5
 9687 Predicted: "Pullover" 4.7, Actual: "Shirt" 2.2
 9690 Predicted: "Pullover" 4.9, Actual: "Shirt" 1.6
 9692 Predicted: "T-shirt/top" 9.8, Actual: "Shirt" 9.3
 9706 Predicted: "Coat" 8.0, Actual: "Pullover" 7.1
 9714 Predicted: "T-shirt/top" 7.1, Actual: "Shirt" 7.1
 9719 Predicted: "Dress" 8.3, Actual: "T-shirt/top" 4.7
 9724 Predicted: "Dress" 7.4, Actual: "Coat" 7.2
 9729 Predicted: "T-shirt/top" 7.7, Actual: "Shirt" 7.1
 9743 Predicted: "Coat" 10.9, Actual: "Pullover" 10.4
 9748 Predicted: "Coat" 8.0, Actual: "T-shirt/top" 6.1
 9791 Predicted: "Bag" 7.0, Actual: "T-shirt/top" 4.7
 9795 Predicted: "Shirt" 7.4, Actual: "Dress" 7.3
 9804 Predicted: "Sandal" 6.0, Actual: "Sneaker" 3.6
 9809 Predicted: "Dress" 8.3, Actual: "T-shirt/top" 6.4
 9831 Predicted: "T-shirt/top" 10.9, Actual: "Shirt" 10.8
 9835 Predicted: "Sneaker" 12.2, Actual: "Ankle boot" 11.6
 9852 Predicted: "Shirt" 4.4, Actual: "Pullover" 4.2
 9856 Predicted: "T-shirt/top" 7.4, Actual: "Bag" 3.4
 9859 Predicted: "Sandal" 2.4, Actual: "Shirt" 1.4
 9865 Predicted: "Sneaker" 7.9, Actual: "Sandal" 7.7
 9867 Predicted: "Dress" 8.1, Actual: "T-shirt/top" 7.2
 9868 Predicted: "Pullover" 8.4, Actual: "Shirt" 7.9
 9880 Predicted: "Dress" 5.2, Actual: "T-shirt/top" 2.5
 9902 Predicted: "Shirt" 10.4, Actual: "T-shirt/top" 10.0
 9904 Predicted: "Coat" 6.5, Actual: "Shirt" 4.9
 9916 Predicted: "Shirt" 6.1, Actual: "Trouser" 4.9
 9917 Predicted: "Ankle boot" 9.5, Actual: "Sneaker" 8.6
 9922 Predicted: "Ankle boot" 10.4, Actual: "Sandal" 9.5
 9928 Predicted: "Bag" 9.4, Actual: "T-shirt/top" 5.8
 9934 Predicted: "Shirt" 9.5, Actual: "Coat" 9.5
 9946 Predicted: "Bag" 5.9, Actual: "Pullover" 3.8
 9947 Predicted: "Pullover" 12.5, Actual: "Shirt" 8.7
 9949 Predicted: "Sneaker" 9.8, Actual: "Sandal" 6.8
 9953 Predicted: "Pullover" 11.4, Actual: "Shirt" 9.5
 9955 Predicted: "T-shirt/top" 9.7, Actual: "Shirt" 7.9
 9957 Predicted: "T-shirt/top" 12.1, Actual: "Shirt" 10.2
 9961 Predicted: "Pullover" 9.9, Actual: "Shirt" 6.6
 9963 Predicted: "Shirt" 5.4, Actual: "Coat" 4.6
 9972 Predicted: "T-shirt/top" 8.9, Actual: "Pullover" 7.1
 9977 Predicted: "T-shirt/top" 7.5, Actual: "Shirt" 5.4
 9979 Predicted: "T-shirt/top" 9.7, Actual: "Shirt" 7.3
 9985 Predicted: "Trouser" 5.2, Actual: "Pullover" 3.1
